kk;pv;h;;"Ulkoilma
lämpöt.
°C";"Ulkoilma
absol.
kosteus
g/kg";"Ulkoilma
suht.
kosteus
%";"Ulkoilma
entalpia
kJ/kg";"Lämmitys
tiloissa
W";"Lämmitys
IV-kone
W";"Lämmitys
IV-kone
(ei LTO:ta)
W";"Jäähdytys
tiloissa
W";"Jäähdytys
tiloissa
(ei vapaajäähd.)
W";"Jäähdytys
IV-kone
W";"Puhallin-
sähkö
W";"Tuloilma-
virta
m³/s";IV-pyörimisnopeus
11;14;5;ke;-2,2;3,1;96,1;5,527;39549;0;0;0;0;0;1352;0,9;75
11;14;6;ke;-2,2;3,1;96,1;5,527;39621;0;0;0;0;0;1352;0,9;75
11;14;7;ke;-2,2;3,1;96,1;5,527;39694;0;0;0;0;0;1352;0,9;75
11;14;8;ke;-2,2;3,1;96,1;5,527;39765;0;0;0;0;0;1352;0,9;75
11;14;9;ke;-2,2;3,1;96,1;5,527;39831;0;0;0;0;0;1352;0,9;75
11;14;10;ke;-2,2;3;93;5,278;39905;0;0;0;0;0;1352;0,9;75
11;14;11;ke;-2,8;3;97,3;4,671;40807;0;0;0;0;0;1352;0,9;75
11;14;12;ke;-2,8;2,9;94;4,421;40678;0;0;0;0;0;1352;0,9;75
11;14;13;ke;-2,8;2,9;94;4,421;40385;0;0;0;0;0;1352;0,9;75
11;14;14;ke;-2,8;2,9;94;4,421;40670;0;0;0;0;0;1352;0,9;75
11;14;15;ke;-2,8;2,9;94;4,421;40794;0;0;0;0;0;1352;0,9;75
11;14;16;ke;-2,8;2,9;94;4,421;40918;0;0;0;0;0;1352;0,9;75
11;14;17;ke;-2,8;2,9;94;4,421;40988;0;0;0;0;0;1352;0,9;75
11;14;18;ke;-3,3;2,8;94,3;3,666;41980;0;0;0;0;0;1352;0,9;75
11;14;19;ke;-3,3;2,8;94,3;3,666;42094;0;0;0;0;0;1352;0,9;75
11;14;20;ke;-3,3;2,8;94,3;3,666;42174;0;0;0;0;0;1352;0,9;75
11;14;21;ke;-2,8;2,9;94;4,421;41307;0;0;0;0;0;1352;0,9;75
11;14;22;ke;-2,8;2,9;94;4,421;41344;0;0;0;0;0;1352;0,9;75
11;14;23;ke;-2,8;2,9;94;4,421;41408;0;0;0;0;0;1352;0,9;75
11;14;24;ke;-2,8;2,9;94;4,421;41500;0;0;0;0;0;1352;0,9;75
11;15;1;to;-2,8;2,9;94;4,421;41533;0;0;0;0;0;1352;0,9;75
11;15;2;to;-2,8;3;97,3;4,671;41698;0;0;0;0;0;1352;0,9;75
11;15;3;to;-2,8;3;97,3;4,671;41713;0;0;0;0;0;1352;0,9;75
11;15;4;to;-2,2;3;93;5,278;40879;0;0;0;0;0;1352;0,9;75
11;15;5;to;-2,2;3,1;96,1;5,527;40853;0;0;0;0;0;1352;0,9;75
11;15;6;to;-2,8;3;97,3;4,671;41822;0;0;0;0;0;1352;0,9;75
11;15;7;to;-3,3;2,8;94,3;3,666;42721;0;0;0;0;0;1352;0,9;75
11;15;8;to;-3,9;2,7;95,2;2,81;43745;0;0;0;0;0;1352;0,9;75
11;15;9;to;-4,4;2,5;91,6;1,806;44786;0;0;0;0;0;1352;0,9;75
11;15;10;to;-4,4;2,4;87,9;1,556;44926;0;0;0;0;0;1352;0,9;75
11;15;11;to;-5;2,3;88,2;0,701;45717;0;0;0;0;0;1352;0,9;75
11;15;12;to;-5,6;2,2;88,4;-0,154;46389;0;0;0;0;0;1352;0,9;75
11;15;13;to;-6,1;2,1;87,7;-0,908;47310;0;0;0;0;0;1352;0,9;75
11;15;14;to;-6,7;2;87,5;-1,763;47620;0;0;0;0;0;1352;0,9;75
11;15;15;to;-7,2;1,9;86,5;-2,517;48606;0;0;0;0;0;1352;0,9;75
11;15;16;to;-8,3;1,7;84,4;-4,124;51323;0;0;0;0;0;1352;0,9;75
11;15;17;to;-9,4;1,5;81,3;-5,731;53550;0;0;0;0;0;1352;0,9;75
11;15;18;to;-10,6;1,4;83,5;-7,19;55730;0;0;0;0;0;1352;0,9;75
11;15;19;to;-11,1;1,3;80,8;-7,942;57063;0;0;0;0;0;1352;0,9;75
11;15;20;to;-12,2;1,2;81,6;-9,299;59271;0;0;0;0;0;1352;0,9;75
11;15;21;to;-12,8;1,1;78,6;-10,152;60677;0;0;0;0;0;1352;0,9;75
11;15;22;to;-13,9;1;78,3;-11,508;63039;0;0;0;0;0;1352;0,9;75
11;15;23;to;-15;0,9;77,2;-12,864;51375;0;0;0;0;0;792;0,6;50
11;15;24;to;-13,9;1,1;86;-11,261;64220;0;0;0;0;0;1352;0,9;75
11;16;1;pe;-12,2;1,2;81,6;-9,299;61522;0;0;0;0;0;1352;0,9;75
11;16;2;pe;-11,1;1,3;80,8;-7,942;59718;0;0;0;0;0;1352;0,9;75
11;16;3;pe;-10;1,5;85,3;-6,336;57900;0;0;0;0;0;1352;0,9;75
11;16;4;pe;-9,4;1,5;81,3;-5,731;57120;0;0;0;0;0;1352;0,9;75
11;16;5;pe;-9,4;1,6;86,7;-5,483;57245;0;0;0;0;0;1352;0,9;75
11;16;6;pe;-8,9;1,6;83,3;-4,978;56562;0;0;0;0;0;1352;0,9;75
11;16;7;pe;-8,3;1,7;84,4;-4,124;55661;0;0;0;0;0;1352;0,9;75
11;16;8;pe;-8,3;1,8;89,3;-3,876;55700;0;0;0;0;0;1352;0,9;75
11;16;9;pe;-7,8;1,9;90,7;-3,122;54812;0;0;0;0;0;1352;0,9;75
11;16;10;pe;-7,8;1,9;90,7;-3,122;54801;0;0;0;0;0;1352;0,9;75
11;16;11;pe;-7,2;1,9;86,5;-2,517;53901;0;0;0;0;0;1352;0,9;75
11;16;12;pe;-7,2;2;91;-2,268;53620;0;0;0;0;0;1352;0,9;75
11;16;13;pe;-6,7;2;87,5;-1,763;52698;0;0;0;0;0;1352;0,9;75
11;16;14;pe;-6,7;2,1;91,9;-1,514;52429;0;0;0;0;0;1352;0,9;75
11;16;15;pe;-7,2;2;91;-2,268;53387;0;0;0;0;0;1352;0,9;75
11;16;16;pe;-8,3;1,7;84,4;-4,124;55447;0;0;0;0;0;1352;0,9;75
11;16;17;pe;-10;1,5;85,3;-6,336;58386;0;0;0;0;0;1352;0,9;75
11;16;18;pe;-11,1;1,3;80,8;-7,942;60538;0;0;0;0;0;1352;0,9;75
11;16;19;pe;-11,1;1,3;80,8;-7,942;60797;0;0;0;0;0;1352;0,9;75
